date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:44:59	39111/39111	---M-Z	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2006:46:16%20GMT	http://www.w3schools.com/bootstrap/bootstrap_ref_css_helpers.asp	C:/Users/bal%20be/Desktop/lien%20bootstrap/bootstrap/www.w3schools.com/bootstrap/bootstrap_ref_css_helpers.html	(from http://www.w3schools.com/bootstrap/)
10:45:01	31399/31399	---M-Z	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2007:25:46%20GMT	http://www.w3schools.com/bootstrap/bootstrap_ref_css_tables.asp	C:/Users/bal%20be/Desktop/lien%20bootstrap/bootstrap/www.w3schools.com/bootstrap/bootstrap_ref_css_tables.html	(from http://www.w3schools.com/bootstrap/)
10:45:02	29425/29425	---M-Z	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2005:40:05%20GMT	http://www.w3schools.com/bootstrap/bootstrap_ref_comp_dropdowns.asp	C:/Users/bal%20be/Desktop/lien%20bootstrap/bootstrap/www.w3schools.com/bootstrap/bootstrap_ref_comp_dropdowns.html	(from http://www.w3schools.com/bootstrap/)
10:45:03	35069/35069	---M-Z	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2006:52:41%20GMT	http://www.w3schools.com/bootstrap/bootstrap_ref_comp_navs.asp	C:/Users/bal%20be/Desktop/lien%20bootstrap/bootstrap/www.w3schools.com/bootstrap/bootstrap_ref_comp_navs.html	(from http://www.w3schools.com/bootstrap/)
10:45:04	30096/30096	---M-Z	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2007:09:18%20GMT	http://www.w3schools.com/bootstrap/bootstrap_ref_css_images.asp	C:/Users/bal%20be/Desktop/lien%20bootstrap/bootstrap/www.w3schools.com/bootstrap/bootstrap_ref_css_images.html	(from http://www.w3schools.com/bootstrap/)
10:45:05	94539/94539	---M-Z	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2006:54:35%20GMT	http://www.w3schools.com/bootstrap/bootstrap_ref_comp_glyphs.asp	C:/Users/bal%20be/Desktop/lien%20bootstrap/bootstrap/www.w3schools.com/bootstrap/bootstrap_ref_comp_glyphs.html	(from http://www.w3schools.com/bootstrap/)
10:45:06	37149/37149	---M-Z	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2007:20:50%20GMT	http://www.w3schools.com/bootstrap/bootstrap_ref_js_affix.asp	C:/Users/bal%20be/Desktop/lien%20bootstrap/bootstrap/www.w3schools.com/bootstrap/bootstrap_ref_js_affix.html	(from http://www.w3schools.com/bootstrap/)
10:45:07	31715/31715	---M-Z	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2006:44:12%20GMT	http://www.w3schools.com/bootstrap/bootstrap_ref_js_alert.asp	C:/Users/bal%20be/Desktop/lien%20bootstrap/bootstrap/www.w3schools.com/bootstrap/bootstrap_ref_js_alert.html	(from http://www.w3schools.com/bootstrap/)
10:45:10	34340/34340	---M-Z	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2007:32:55%20GMT	http://www.w3schools.com/bootstrap/bootstrap_ref_js_button.asp	C:/Users/bal%20be/Desktop/lien%20bootstrap/bootstrap/www.w3schools.com/bootstrap/bootstrap_ref_js_button.html	(from http://www.w3schools.com/bootstrap/)
10:45:10	47587/47587	---M-Z	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2005:59:38%20GMT	http://www.w3schools.com/bootstrap/bootstrap_ref_js_carousel.asp	C:/Users/bal%20be/Desktop/lien%20bootstrap/bootstrap/www.w3schools.com/bootstrap/bootstrap_ref_js_carousel.html	(from http://www.w3schools.com/bootstrap/)
10:45:11	42779/42779	---M-Z	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2006:15:11%20GMT	http://www.w3schools.com/bootstrap/bootstrap_ref_js_collapse.asp	C:/Users/bal%20be/Desktop/lien%20bootstrap/bootstrap/www.w3schools.com/bootstrap/bootstrap_ref_js_collapse.html	(from http://www.w3schools.com/bootstrap/)
10:45:12	40558/40558	---M-Z	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2006:06:37%20GMT	http://www.w3schools.com/bootstrap/bootstrap_ref_js_dropdown.asp	C:/Users/bal%20be/Desktop/lien%20bootstrap/bootstrap/www.w3schools.com/bootstrap/bootstrap_ref_js_dropdown.html	(from http://www.w3schools.com/bootstrap/)
10:45:13	42119/42119	---M-Z	200	added ('OK')	text/html	date:Fri,%2011%20Mar%202016%2006:30:07%20GMT	http://www.w3schools.com/bootstrap/bootstrap_ref_js_modal.asp	C:/Users/bal%20be/Desktop/lien%20bootstrap/bootstrap/www.w3schools.com/bootstrap/bootstrap_ref_js_modal.html	(from http://www.w3schools.com/bootstrap/)
